Id,Divorce Date,Divorce Type,Nationality Female,DOB Female,Age Female,Occupation Female,Income Female,Marriage Date,Education Female,Employment Female,Marriage Year,Number Children,Zodiac_Sign
1268,28/11/11,Necessary,American,1974/03/17,37.0,Homemaker,8000.0,6/4/90,Secondary School,Employer,21.0,2.0,Pisces
1269,28/11/13,Necessary,American,1983/11/13,30.0,Homemaker,12000.0,3/3/07,Professional,Employer,6.0,1.0,Scorpio
1270,29/1/02,Voluntary,American,1973/01/27,28.0,Public Servant,1500.0,2/8/93,Professional,Employer,8.0,1.0,Aquarius
1271,29/1/09,Necessary,American,1975/10/08,33.0,Employer,14780.0,14/12/07,Professional,Employer,1.0,1.0,Libra
1272,29/1/10,Voluntary,American,2068/05/28,41.0,Homemaker,12000.0,1/10/84,Professional,Employer,25.0,2.0,Gemini
1273,29/2/08,Necessary,American,2066/07/05,41.0,Homemaker,14000.0,5/12/92,Professional,Employer,15.0,3.0,Cancer
1274,29/3/01,Voluntary,American,1975/04/03,26.0,Homemaker,2000.0,23/2/95,High School,Employer,5.0,1.0,Aries
1275,29/4/03,Voluntary,American,2063/03/08,39.0,Homemaker,28000.0,15/5/87,High School,Employer,15.0,2.0,Pisces
1276,29/4/03,Voluntary,American,2070/01/31,33.0,Employer,12000.0,18/12/93,Professional,Employer,9.0,1.0,Aquarius
1277,29/4/08,Necessary,American,2072/08/22,35.0,Architect,3000.0,17/8/01,Professional,Employer,7.0,1.0,Leo
1278,29/4/11,Necessary,American,2072/06/25,38.0,Psychologist,2500.0,29/11/90,Professional,Employer,3.0,2.0,Cancer
1279,29/5/01,Voluntary,American,2064/04/27,37.0,Farmer,6000.0,22/11/85,Professional,Employer,15.0,1.0,Taurus
1280,29/5/02,Voluntary,American,2060/02/11,41.0,Homemaker,7500.0,3/4/82,Professional,Employer,20.0,2.0,Aquarius
1281,29/5/06,Necessary,American,2071/10/01,35.0,Federal Employee,15000.0,20/3/93,Professional,Employer,12.0,1.0,Libra
1282,29/5/06,Necessary,American,2063/02/04,43.0,Homemaker,1200.0,16/2/93,Primary School,Employer,4.0,4.0,Aquarius
1283,29/6/04,Voluntary,American,1974/07/21,29.0,Homemaker,2000.0,25/1/99,Secondary School,Employer,5.0,1.0,Cancer
1284,29/6/09,Necessary,American,1974/12/24,34.0,Architect,2000.0,9/3/94,Secondary School,Establishment,15.0,3.0,Capricorn
1285,29/6/10,Voluntary,American,2071/12/25,38.0,Homemaker,4000.0,28/6/95,High School,Employer,15.0,1.0,Capricorn
1286,29/6/12,Necessary,American,2072/08/06,40.0,Homemaker,3000.0,29/12/97,Professional,Employer,13.0,1.0,Leo
1287,29/7/02,Voluntary,American,2066/04/24,36.0,Homemaker,5000.0,9/3/91,Professional,Employer,11.0,2.0,Taurus
1288,29/7/13,Voluntary,American,2066/02/12,46.0,Dentist,8000.0,9/8/90,Professional,Employer,22.0,2.0,Aquarius
1289,29/8/08,Necessary,American,1979/11/28,28.0,Homemaker,3000.0,7/9/00,High School,Employer,7.0,1.0,Sagittarius
1290,29/8/08,Necessary,American,2067/07/16,41.0,Researcher,6000.0,29/10/92,Professional,Employer,16.0,3.0,Cancer
1291,29/8/11,Necessary,American,2059/09/16,51.0,Homemaker,7000.0,24/11/94,High School,Employer,16.0,2.0,Virgo
1292,29/8/14,Voluntary,American,2053/01/05,61.0,Professor,20000.0,25/7/75,Professional,Employer,39.0,2.0,Capricorn
1293,29/9/03,Voluntary,American,2061/08/21,42.0,Businesswoman,5000.0,6/11/85,Professional,Establishment,17.0,2.0,Leo
1294,29/9/03,Voluntary,American,2067/12/31,35.0,Homemaker,6000.0,22/9/93,High School,Employer,10.0,2.0,Capricorn
1295,29/9/04,Voluntary,American,2066/10/19,37.0,Teacher,5000.0,8/4/95,High School,Employer,9.0,2.0,Libra
1296,29/9/08,Necessary,American,2072/01/04,36.0,Homemaker,8000.0,15/7/99,Professional,Employer,9.0,1.0,Capricorn
1297,29/9/08,Necessary,American,2068/12/21,39.0,Homemaker,6000.0,1/2/91,High School,Employer,17.0,2.0,Sagittarius
1298,29/9/08,Necessary,American,1976/11/02,32.0,Homemaker,2400.0,12/4/00,Secondary School,Employer,8.0,2.0,Scorpio
1299,29/9/11,Necessary,American,1981/10/29,29.0,Dentist,6000.0,27/12/07,Professional,Employer,2.0,1.0,Scorpio
1300,29/10/02,Voluntary,American,2059/05/13,43.0,Homemaker,20000.0,10/6/88,Professional,Employer,14.0,1.0,Taurus
1301,29/10/02,Voluntary,American,2072/01/30,30.0,Homemaker,10000.0,14/10/96,Professional,Unemployed,6.0,1.0,Aquarius
1302,29/10/03,Voluntary,American,1982/02/07,21.0,Homemaker,2000.0,24/5/01,Secondary School,Employer,2.0,1.0,Aquarius
1303,29/10/03,Voluntary,American,1974/10/21,29.0,Homemaker,6000.0,10/5/96,Professional,Employer,7.0,1.0,Libra
1304,29/10/03,Voluntary,American,2054/09/30,49.0,Cashier,7000.0,21/11/79,Professional,Employer,23.0,3.0,Libra
1305,29/10/07,Necessary,American,1982/07/30,25.0,Homemaker,1600.0,23/1/01,High School,Employer,6.0,3.0,Leo
1306,29/10/08,Necessary,Employee,2072/01/05,36.0,Mentor,6000.0,4/12/02,Professional,Employer,5.0,1.0,Capricorn
1307,29/10/09,Necessary,American,2065/10/19,44.0,Homemaker,4800.0,29/11/86,Professional,Employer,21.0,2.0,Libra
1308,29/10/13,Necessary,American,1977/10/09,36.0,Dentist,8000.0,5/12/02,Professional,Employer,10.0,1.0,Libra
1309,29/10/13,Necessary,American,2072/04/18,41.0,Homemaker,9000.0,20/1/95,Professional,Employer,18.0,3.0,Aries
1310,29/11/00,Voluntary,American,1977/10/11,23.0,Homemaker,1000.0,9/10/97,High School,Employer,3.0,1.0,Libra
1311,29/11/01,Voluntary,American,2062/06/03,39.0,Homemaker,2000.0,11/6/93,Professional,Employer,8.0,1.0,Gemini
1312,29/11/06,Necessary,American,2067/07/03,39.0,Secretary,5000.0,9/1/04,Professional,Employer,2.0,1.0,Cancer
1313,29/11/11,Necessary,American,1980/07/20,31.0,Housewife,7000.0,15/10/07,Professional,Employer,3.0,2.0,Cancer
1314,29/12/00,Voluntary,American,2054/06/22,46.0,Secretary,8000.0,27/9/77,Professional,Employer,23.0,3.0,Cancer
1315,29/12/08,Necessary,American,2058/10/19,50.0,Homemaker,5000.0,18/5/77,Secondary School,Employer,31.0,2.0,Libra
1316,30/1/01,Voluntary,American,2067/03/12,33.0,Homemaker,3000.0,22/8/92,Professional,Employer,8.0,1.0,Pisces
1317,30/1/06,Necessary,American,2060/02/27,45.0,Homemaker,4000.0,26/12/80,Secondary School,Employer,26.0,2.0,Pisces
1318,30/1/09,Necessary,American,2057/12/24,51.0,Employer,4500.0,7/5/87,Secondary School,Employer,21.0,3.0,Capricorn
1319,30/1/09,Necessary,American,1980/08/26,28.0,Homemaker,4800.0,8/2/99,High School,Employer,10.0,1.0,Virgo
1320,30/1/13,Necessary,American,1976/05/20,36.0,Teacher,2000.0,10/11/98,Secondary School,Employer,14.0,1.0,Taurus
1321,30/1/14,Necessary,American,1981/02/14,32.0,Cook,10000.0,30/7/05,Professional,Employer,3.0,1.0,Aquarius
1322,30/3/07,Necessary,American,2067/04/10,39.0,Homemaker,10050.0,6/5/94,Professional,Employer,12.0,2.0,Aries
1323,30/3/09,Necessary,American,1984/02/21,25.0,Homemaker,4000.0,13/10/00,Professional,Employer,5.0,1.0,Pisces
1324,30/3/10,Necessary,American,2050/03/15,60.0,Teacher,4500.0,10/12/76,Professional,Employer,13.0,1.0,Pisces
1325,30/3/11,Necessary,American,2052/10/03,59.0,Public Servant,12000.0,6/12/80,Professional,Employer,30.0,2.0,Libra
1326,30/3/11,Necessary,American,1990/05/13,20.0,Homemaker,2000.0,5/8/04,Secondary School,Employer,6.0,2.0,Taurus
1327,30/3/15,Voluntary,American,2064/06/12,50.0,Homemaker,2000.0,13/11/89,Primary School,Employer,5.0,2.0,Gemini
1328,30/4/02,Voluntary,American,2054/01/29,48.0,Homemaker,8000.0,17/11/77,Professional,Employer,24.0,4.0,Aquarius
1329,30/4/04,Voluntary,American,2064/05/06,39.0,Cashier,5000.0,14/7/90,Professional,Employer,13.0,2.0,Taurus
1330,30/4/07,Necessary,American,2069/03/02,38.0,Homemaker,4050.0,26/12/92,Secondary School,Employer,15.0,2.0,Pisces
1331,30/4/14,Necessary,American,1987/05/18,26.0,Advisor,4000.0,19/10/06,Professional,Employer,2.0,1.0,Taurus
1332,30/5/03,Voluntary,American,2061/10/16,41.0,Homemaker,6000.0,20/1/89,Professional,Employer,14.0,2.0,Libra
1333,30/5/11,Necessary,American,1979/11/20,31.0,Doctor,6000.0,6/12/04,Professional,Employer,3.0,1.0,Scorpio
1334,30/5/12,Necessary,American,1977/03/16,35.0,Mentor,5000.0,16/5/03,Professional,Employer,5.0,1.0,Pisces
1335,30/6/00,Voluntary,American,2070/12/13,29.0,Homemaker,1400.0,15/12/94,Secondary School,Employer,5.0,1.0,Sagittarius
1336,30/6/08,Necessary,American,1975/02/24,33.0,Architect,2000.0,18/5/92,Secondary School,Employer,16.0,1.0,Pisces
1337,30/6/09,Necessary,American,2069/02/25,40.0,Employer,7200.0,22/12/97,Professional,Employer,12.0,1.0,Pisces
1338,30/6/10,Voluntary,American,2034/08/20,75.0,Professor,5400.0,10/4/81,Primary School,Employer,29.0,2.0,Leo
1339,30/6/11,Necessary,American,1980/09/11,30.0,Dentist,10000.0,4/7/01,Professional,Employer,10.0,1.0,Virgo
1340,30/7/01,Voluntary,American,2070/09/28,30.0,Homemaker,2200.0,31/8/96,High School,Employer,4.0,2.0,Libra
1341,30/7/02,Voluntary,American,2050/09/04,52.0,Homemaker,10000.0,30/9/74,Professional,Employer,27.0,3.0,Virgo
1342,30/7/03,Voluntary,American,2071/10/20,31.0,Architect,20000.0,6/3/90,Professional,Establishment,13.0,3.0,Libra
1343,30/7/03,Voluntary,American,2062/08/26,40.0,Homemaker,1200.0,22/7/85,Primary School,Employer,18.0,2.0,Virgo
1344,30/7/08,Necessary,American,2064/02/27,44.0,Secretary,10000.0,27/12/91,Professional,Employer,7.0,1.0,Pisces
1345,30/8/01,Voluntary,American,1973/05/04,28.0,Homemaker,2900.0,19/12/89,High School,Employer,11.0,2.0,Taurus
1346,30/8/02,Voluntary,American,1974/12/18,27.0,Homemaker,1000.0,23/2/94,Secondary School,Employer,8.0,2.0,Sagittarius
1347,30/8/04,Voluntary,American,2057/02/18,47.0,Homemaker,2000.0,26/5/80,Secondary School,Employer,24.0,2.0,Aquarius
1348,30/8/06,Necessary,American,1983/12/11,22.0,Homemaker,1000.0,6/7/00,High School,Employer,5.0,1.0,Sagittarius
1349,30/9/13,Voluntary,American,2068/01/31,45.0,Mentor,4000.0,29/1/87,Professional,Employer,26.0,2.0,Aquarius
1350,30/10/02,Voluntary,American,2069/09/17,33.0,Homemaker,4500.0,30/12/92,Secondary School,Employer,9.0,1.0,Virgo
1351,30/10/03,Voluntary,American,2069/04/15,34.0,Homemaker,1300.0,28/6/97,Professional,Employer,6.0,1.0,Aries
1352,30/10/07,Necessary,American,1974/02/21,33.0,Homemaker,4000.0,5/7/96,High School,Employer,11.0,2.0,Pisces
1353,30/10/08,Necessary,Employee,2066/05/11,41.0,Secretary,15000.0,29/11/00,Professional,Employer,7.0,2.0,Taurus
1354,30/10/09,Necessary,American,2066/08/19,43.0,Homemaker,5000.0,23/12/95,Professional,Employer,13.0,3.0,Leo
1355,30/11/00,Voluntary,American,2061/10/17,39.0,Homemaker,1700.0,10/10/81,Secondary School,Employer,18.0,2.0,Libra
1356,30/11/01,Voluntary,American,2059/02/25,42.0,Homemaker,5000.0,1/8/81,Professional,Employer,21.0,1.0,Pisces
1357,30/11/01,Voluntary,American,2050/12/04,51.0,Homemaker,4200.0,26/12/70,Professional,Employer,30.0,4.0,Sagittarius
1358,30/11/04,Voluntary,American,2065/10/02,39.0,Teacher,1000.0,30/8/81,Secondary School,Employer,23.0,1.0,Libra
1359,30/12/02,Voluntary,American,2066/09/27,36.0,Homemaker,3000.0,9/9/83,High School,Employer,19.0,2.0,Libra
1360,30/12/03,Voluntary,American,1974/03/26,29.0,Homemaker,2000.0,10/6/93,High School,Employer,11.0,1.0,Aries
1361,30/12/13,Necessary,American,1990/07/05,23.0,Homemaker,5000.0,11/2/11,High School,Employer,2.0,1.0,Cancer
1362,31/1/03,Voluntary,American,2067/04/23,35.0,Homemaker,1400.0,29/4/86,Primary School,Employer,16.0,3.0,Taurus
1363,31/3/03,Voluntary,American,1974/02/24,29.0,Architect,1500.0,25/10/96,High School,Self-Employed Worker in the Street,6.0,1.0,Pisces
1364,31/3/04,Voluntary,American,2068/10/11,35.0,Architect,1500.0,18/7/88,Primary School,Self-Employed Worker in the Street,15.0,2.0,Libra
1365,31/3/06,Necessary,American,2042/08/01,64.0,Homemaker,1500.0,24/12/84,Professional,Employer,21.0,2.0,Leo
1366,31/3/08,Necessary,American,2067/11/09,40.0,Homemaker,10000.0,16/12/95,Professional,Employer,11.0,2.0,Scorpio
1367,31/3/10,Necessary,American,1973/11/08,36.0,Homemaker,2500.0,22/6/01,Professional,Employer,8.0,1.0,Scorpio
1368,31/7/00,Voluntary,American,2053/09/22,46.0,Lawyer,8000.0,20/10/79,Professional,Employer,20.0,3.0,Virgo
1369,31/8/10,Necessary,American,1975/07/06,35.0,Homemaker,10000.0,27/1/95,High School,Employer,14.0,2.0,Cancer
1370,31/10/00,Voluntary,American,2059/03/20,41.0,Doctor,8000.0,31/1/75,Professional,Employer,25.0,2.0,Pisces
1371,31/10/00,Voluntary,American,2056/07/09,44.0,Architect,7000.0,18/2/92,Professional,Establishment,8.0,1.0,Cancer
1372,31/10/01,Voluntary,American,2065/08/10,36.0,Homemaker,50000.0,16/12/88,High School,Employer,12.0,1.0,Leo
1373,31/10/01,Voluntary,American,2058/03/26,43.0,Homemaker,4000.0,30/4/88,High School,Employer,12.0,2.0,Aries
1374,31/10/02,Voluntary,American,2066/01/06,36.0,Homemaker,12000.0,26/7/96,High School,Employer,6.0,1.0,Capricorn
1375,31/10/13,Voluntary,American,2057/02/17,56.0,Professor,29000.0,2/6/78,Professional,Employer,35.0,2.0,Aquarius
