Id,Divorce Date,Divorce Type,Nationality Female,DOB Female,Age Female,Occupation Female,Income Female,Marriage Date,Education Female,Employment Female,Marriage Year,Number Children,Zodiac_Sign
626,14/7/03,Voluntary,American,2068/02/17,35.0,Homemaker,8000.0,29/2/00,Professional,Employer,3.0,1.0,Aquarius
627,14/7/05,Necessary,American,1974/01/11,30.0,Cashier,2000.0,21/1/97,Professional,Employer,8.0,2.0,Capricorn
628,14/7/10,Necessary,American,1977/07/14,33.0,Dentist,8000.0,3/5/03,Professional,Employer,7.0,1.0,Cancer
629,14/7/10,Necessary,American,2061/05/27,49.0,Professor,5000.0,14/12/89,Secondary School,Employer,21.0,1.0,Gemini
630,14/7/11,Necessary,American,2063/01/12,47.0,Homemaker,6000.0,11/8/04,Primary School,Employer,6.0,1.0,Capricorn
631,14/8/06,Necessary,American,2064/11/26,41.0,Homemaker,2200.0,24/8/90,Secondary School,Employer,15.0,3.0,Sagittarius
632,14/8/06,Necessary,American,2066/12/19,39.0,Homemaker,14000.0,8/9/89,Secondary School,Employer,16.0,2.0,Sagittarius
633,14/9/00,Voluntary,American,2057/06/07,43.0,Assistant,7000.0,10/11/82,Professional,Employer,17.0,2.0,Gemini
634,14/9/01,Voluntary,American,2068/03/23,33.0,Teacher,3000.0,31/12/90,Secondary School,Employer,10.0,1.0,Aries
635,14/9/04,Voluntary,American,1976/09/12,27.0,Homemaker,3000.0,31/8/95,Professional,Employer,8.0,1.0,Virgo
636,14/9/05,Necessary,American,2065/09/28,39.0,Architect,3000.0,26/11/93,High School,Establishment,12.0,2.0,Libra
637,14/9/05,Necessary,Cuban,1980/02/07,25.0,Biologist,3000.0,16/2/00,Professional,Employer,4.0,1.0,Aquarius
638,14/9/11,Necessary,American,1982/02/10,28.0,Teacher,2800.0,28/7/98,High School,Employer,9.0,1.0,Aquarius
639,14/10/02,Voluntary,American,2062/05/19,40.0,Cook,4000.0,22/6/85,Professional,Establishment,17.0,2.0,Taurus
640,14/10/03,Voluntary,American,2069/07/12,33.0,Teacher,5000.0,27/1/96,High School,Employer,7.0,1.0,Cancer
641,14/10/03,Voluntary,American,1980/10/20,22.0,Employer,4000.0,19/10/00,High School,Employer,2.0,1.0,Libra
642,14/10/09,Necessary,American,1975/08/17,34.0,Architect,40000.0,3/9/98,Professional,Establishment,11.0,1.0,Leo
643,14/10/11,Necessary,American,2055/05/09,56.0,Teacher,3500.0,11/8/84,Secondary School,Unemployed,27.0,3.0,Taurus
644,14/11/01,Voluntary,American,2051/09/17,50.0,Dentist,5000.0,4/12/74,Professional,Employer,26.0,4.0,Virgo
645,14/11/08,Necessary,American,2069/06/26,39.0,Homemaker,3000.0,26/4/91,Professional,Employer,16.0,2.0,Cancer
646,14/11/11,Necessary,American,2069/05/15,42.0,Homemaker,17000.0,14/8/92,Professional,Employer,19.0,1.0,Taurus
647,14/12/09,Necessary,American,2056/10/07,53.0,Doctor,8000.0,28/2/78,Professional,Employer,31.0,2.0,Libra
648,14/12/11,Necessary,American,2066/11/17,45.0,Assistant,3000.0,10/2/05,Primary School,Employer,6.0,1.0,Scorpio
649,15/2/11,Necessary,American,1973/05/22,37.0,Homemaker,1200.0,4/8/94,Secondary School,Employer,15.0,2.0,Gemini
650,15/2/12,Necessary,American,2063/10/14,48.0,Secretary,15000.0,23/12/91,Professional,Employer,20.0,2.0,Libra
651,15/2/13,Necessary,American,2066/07/17,46.0,Homemaker,7000.0,14/12/90,High School,Employer,22.0,1.0,Cancer
652,15/3/01,Voluntary,American,2068/08/13,32.0,Teacher,900.0,9/5/91,Primary School,Employer,9.0,1.0,Leo
653,15/3/02,Voluntary,American,2066/07/17,35.0,Homemaker,800.0,13/7/90,Professional,Employer,11.0,3.0,Cancer
654,15/3/02,Voluntary,American,2048/04/23,53.0,Homemaker,2000.0,28/4/78,Secondary School,Employer,22.0,3.0,Taurus
655,15/3/07,Necessary,American,2065/02/18,42.0,Employer,2500.0,6/5/82,Primary School,Employer,25.0,2.0,Aquarius
656,15/3/13,Necessary,American,2066/05/26,46.0,Marketing,40000.0,29/1/94,Professional,Employer,16.0,2.0,Gemini
657,15/4/04,Voluntary,American,2069/08/27,34.0,Homemaker,7000.0,2/7/91,Professional,Employer,12.0,1.0,Virgo
658,15/4/14,Necessary,American,1979/04/05,34.0,Homemaker,2000.0,3/5/02,Secondary School,Employer,11.0,2.0,Aries
659,15/5/00,Voluntary,American,2056/10/05,43.0,Publicist,12000.0,28/4/79,Professional,Employer,21.0,3.0,Libra
660,15/5/00,Voluntary,American,2067/10/30,32.0,Secretary,5000.0,30/9/95,Professional,Employer,4.0,1.0,Scorpio
661,15/5/00,Voluntary,American,1978/10/02,22.0,Homemaker,500.0,29/8/97,Secondary School,Employer,2.0,1.0,Libra
662,15/5/09,Necessary,American,1977/07/26,31.0,Homemaker,15000.0,18/11/00,Professional,Employer,7.0,1.0,Leo
663,15/5/09,Necessary,American,2063/10/19,45.0,Dentist,4000.0,25/4/88,Professional,Employer,21.0,1.0,Libra
664,15/5/13,Necessary,American,1975/09/24,37.0,Homemaker,8000.0,13/2/97,High School,Employer,13.0,2.0,Libra
665,15/6/04,Voluntary,American,2058/11/29,45.0,Homemaker,18000.0,28/11/87,Professional,Employer,17.0,1.0,Sagittarius
666,15/6/06,Necessary,American,2054/10/10,51.0,Secretary,12000.0,29/1/75,Professional,Employer,32.0,2.0,Libra
667,15/6/11,Voluntary,American,2054/08/13,56.0,Promoter,5000.0,2/3/74,High School,Employer,37.0,1.0,Leo
668,15/6/11,Necessary,American,1981/08/29,29.0,Homemaker,4000.0,22/9/03,High School,Employer,7.0,2.0,Virgo
669,15/6/11,Necessary,American,1976/01/26,35.0,Homemaker,3000.0,24/5/96,High School,Employer,10.0,2.0,Aquarius
670,15/7/08,Necessary,American,1975/07/03,33.0,Cook,10000.0,26/1/01,Professional,Employer,8.0,1.0,Cancer
671,15/7/09,Voluntary,American,2069/09/19,39.0,Journalist,25000.0,30/9/87,High School,Employer,21.0,1.0,Virgo
672,15/7/11,Necessary,American,2065/11/20,45.0,Homemaker,1900.0,17/5/84,Primary School,Employer,27.0,1.0,Scorpio
673,15/7/11,Necessary,American,1976/08/04,35.0,Teacher,16000.0,26/10/07,High School,Employer,3.0,1.0,Leo
674,15/8/06,Necessary,American,1979/04/14,27.0,Homemaker,41000.0,3/10/97,High School,Employer,7.0,3.0,Aries
675,15/10/07,Necessary,American,2064/03/04,43.0,Nurse,10000.0,27/11/92,Professional,Employer,15.0,2.0,Pisces
676,15/10/08,Necessary,American,1979/02/14,29.0,Homemaker,4000.0,9/4/01,High School,Employer,6.0,1.0,Aquarius
677,15/11/00,Voluntary,American,2061/03/10,39.0,Architect,1600.0,22/8/77,Primary School,Establishment,23.0,1.0,Pisces
678,15/11/01,Voluntary,American,2070/09/24,31.0,Homemaker,5.5,14/7/95,Professional,Employer,6.0,2.0,Libra
679,15/11/01,Necessary,American,2065/06/14,36.0,Homemaker,3000.0,14/1/86,Secondary School,Employer,15.0,3.0,Gemini
680,15/11/11,Necessary,American,1978/01/23,33.0,Teacher,4000.0,21/6/93,Primary School,Employer,18.0,1.0,Aquarius
681,15/12/00,Voluntary,American,2069/12/06,31.0,Homemaker,3000.0,16/8/86,High School,Employer,14.0,1.0,Sagittarius
682,15/12/03,Voluntary,American,2058/04/11,45.0,Homemaker,22000.0,31/7/82,Secondary School,Employer,21.0,1.0,Aries
683,15/12/05,Necessary,American,2054/01/12,51.0,Public Accountant,15000.0,22/12/82,Professional,Employer,23.0,2.0,Capricorn
684,15/12/08,Necessary,American,1979/06/09,29.0,Homemaker,2400.0,6/2/02,Secondary School,Employer,4.0,1.0,Gemini
685,15/12/09,Necessary,American,2066/05/13,43.0,Architect,10000.0,8/2/88,High School,Establishment,21.0,1.0,Taurus
686,15/12/10,Necessary,American,1983/01/06,27.0,Homemaker,2500.0,31/1/02,Professional,Employer,8.0,1.0,Capricorn
687,15/12/10,Necessary,American,1975/02/11,35.0,Homemaker,4000.0,30/6/95,Secondary School,Employer,15.0,2.0,Aquarius
688,15/12/10,Necessary,American,2046/07/02,64.0,Secretary,18000.0,20/5/72,Professional,Employer,38.0,1.0,Cancer
689,15/12/11,Necessary,American,2072/06/27,39.0,Manager,7000.0,10/11/98,High School,Employer,13.0,1.0,Cancer
690,15/12/11,Necessary,American,2068/11/01,43.0,Doctor,9000.0,4/3/93,Professional,Employer,18.0,1.0,Scorpio
691,15/12/11,Necessary,American,1984/01/19,27.0,Homemaker,6000.0,4/10/06,High School,Employer,12.0,1.0,Capricorn
692,16/2/01,Voluntary,American,2064/11/02,37.0,Pensioner,5000.0,22/12/90,Professional,Employer,10.0,1.0,Scorpio
693,16/2/01,Voluntary,American,2058/07/03,42.0,Dentist,5000.0,27/2/87,Professional,Employer,13.0,2.0,Cancer
694,16/3/10,Necessary,American,2069/01/22,41.0,Homemaker,6000.0,8/5/01,Professional,Employer,9.0,1.0,Aquarius
695,16/4/01,Voluntary,American,2067/09/13,33.0,Teacher,3000.0,20/12/94,High School,Employer,6.0,1.0,Virgo
696,16/4/03,Voluntary,American,1973/03/03,30.0,Architect,3000.0,11/3/93,High School,Establishment,7.0,3.0,Pisces
697,16/4/04,Voluntary,American,2051/10/01,53.0,Dentist,8000.0,14/5/74,Professional,Employer,29.0,1.0,Libra
698,16/4/10,Necessary,American,2065/07/10,44.0,Homemaker,4000.0,14/2/86,Professional,Employer,17.0,3.0,Cancer
699,16/4/13,Necessary,American,2067/08/18,45.0,Executive Assistant,6000.0,8/8/01,Professional,Employer,5.0,2.0,Leo
700,16/4/14,Necessary,American,1975/12/07,38.0,Homemaker,14000.0,15/7/06,Professional,Employer,7.0,1.0,Sagittarius
701,16/5/03,Voluntary,American,1977/06/02,26.0,Homemaker,3100.0,12/11/92,High School,Employer,10.0,2.0,Gemini
702,16/5/05,Necessary,American,1979/09/26,25.0,Homemaker,5000.0,19/9/98,Professional,Employer,6.0,1.0,Libra
703,16/5/11,Necessary,American,1983/04/26,28.0,Homemaker,2500.0,19/11/01,Secondary School,Employer,5.0,1.0,Taurus
704,16/6/00,Voluntary,American,2056/02/24,44.0,Homemaker,3000.0,13/8/74,Secondary School,Employer,25.0,2.0,Pisces
705,16/6/08,Necessary,American,2063/03/27,45.0,Architect,10000.0,16/12/86,Professional,Member of a Cooperative,21.0,3.0,Aries
706,16/6/09,Necessary,American,2072/01/24,37.0,Homemaker,5000.0,22/10/94,Professional,Employer,13.0,1.0,Aquarius
707,16/6/10,Voluntary,American,2045/10/24,64.0,Elementary School Teacher,17600.0,31/5/63,Professional,Member of a Cooperative,30.0,3.0,Scorpio
708,16/7/01,Voluntary,American,2065/05/27,36.0,Homemaker,4000.0,28/6/99,High School,Employer,2.0,1.0,Gemini
709,16/7/02,Voluntary,American,1974/11/26,27.0,Homemaker,2000.0,13/1/97,Professional,Employer,5.0,1.0,Sagittarius
710,16/7/02,Voluntary,American,2067/11/01,35.0,Homemaker,2500.0,10/2/95,Professional,Employer,7.0,1.0,Scorpio
711,16/7/03,Voluntary,American,1976/11/06,27.0,Homemaker,3800.0,28/7/98,Professional,Employer,4.0,1.0,Scorpio
712,16/7/04,Voluntary,American,1974/06/12,29.0,Homemaker,2500.0,18/6/98,High School,Employer,6.0,1.0,Gemini
713,16/7/07,Necessary,American,1978/04/25,29.0,Homemaker,4000.0,23/3/01,Professional,Employer,6.0,1.0,Taurus
714,16/7/09,Necessary,American,2072/03/18,37.0,Homemaker,8000.0,8/8/96,Professional,Employer,12.0,2.0,Pisces
715,16/7/12,Voluntary,American,2047/09/25,64.0,Homemaker,9000.0,14/12/73,Professional,Employer,38.0,3.0,Libra
716,16/7/14,Necessary,American,1986/04/07,28.0,Homemaker,5000.0,25/11/11,Professional,Employer,1.0,1.0,Aries
717,16/7/14,Voluntary,American,2064/06/02,50.0,Homemaker,7500.0,17/3/84,Professional,Employer,30.0,2.0,Gemini
718,16/8/00,Voluntary,American,1974/01/07,26.0,Restorer,4000.0,10/11/94,High School,Employer,5.0,1.0,Capricorn
719,16/8/11,Necessary,American,2068/07/09,42.0,Architect,5000.0,11/5/89,High School,Employer,22.0,1.0,Cancer
720,16/8/13,Voluntary,American,2059/10/01,54.0,Homemaker,12000.0,11/12/92,Professional,Employer,21.0,1.0,Libra
721,16/10/01,Voluntary,American,2057/07/17,44.0,Homemaker,15000.0,19/9/98,Professional,Employer,3.0,2.0,Cancer
722,16/10/02,Voluntary,American,2049/04/05,53.0,Architect,10000.0,14/4/73,Professional,Establishment,29.0,2.0,Aries
723,16/10/03,Voluntary,American,2072/07/26,31.0,Homemaker,1500.0,20/4/93,High School,Employer,10.0,2.0,Leo
724,16/10/06,Necessary,American,2062/06/15,44.0,Homemaker,3000.0,25/3/83,High School,Employer,11.0,2.0,Gemini
725,16/11/07,Necessary,American,2071/10/31,36.0,Psychologist,5000.0,25/9/93,Professional,Employer,37.0,2.0,Scorpio
726,16/12/03,Voluntary,American,2067/06/05,36.0,Homemaker,3500.0,20/8/94,Professional,Employer,9.0,1.0,Gemini
727,16/12/09,Necessary,American,2071/10/06,38.0,Homemaker,18000.0,17/1/98,Professional,Employer,11.0,1.0,Libra
728,16/12/09,Necessary,American,2069/10/06,40.0,Psychologist,14000.0,14/12/90,Professional,Employer,18.0,2.0,Libra
729,16/12/09,Necessary,American,2071/05/22,38.0,Homemaker,8200.0,4/12/99,Secondary School,Employer,9.0,1.0,Gemini
730,16/12/09,Necessary,American,2060/06/10,49.0,Homemaker,5000.0,20/2/82,High School,Employer,27.0,3.0,Gemini
731,16/12/10,Necessary,American,1976/06/04,34.0,Homemaker,4000.0,6/8/03,Professional,Employer,7.0,1.0,Gemini
732,16/12/10,Necessary,American,2066/04/25,44.0,Homemaker,2000.0,9/5/91,Secondary School,Employer,19.0,1.0,Taurus
733,17/2/12,Necessary,American,1985/08/05,26.0,Publicist,10000.0,29/7/05,Professional,Employer,5.0,2.0,Leo
734,17/3/03,Voluntary,American,2063/01/06,39.0,Homemaker,3800.0,23/10/98,Professional,Employer,4.0,2.0,Capricorn
735,17/3/06,Necessary,American,1977/04/19,28.0,Homemaker,3000.0,1/3/97,High School,Employer,8.0,1.0,Aries
736,17/3/08,Necessary,American,2067/07/01,41.0,Psychologist,14000.0,18/10/86,Professional,Employer,21.0,1.0,Cancer
737,17/3/09,Necessary,American,1975/01/08,33.0,Homemaker,25000.0,5/12/97,Professional,Employer,8.0,1.0,Capricorn
738,17/3/10,Necessary,American,1975/11/22,34.0,Homemaker,3000.0,3/10/98,Professional,Employer,9.0,3.0,Sagittarius
739,17/3/10,Necessary,American,2069/04/28,40.0,Homemaker,6063.48,18/9/98,Professional,Employer,10.0,2.0,Taurus
740,17/3/11,Necessary,American,1975/11/15,35.0,Homemaker,4000.0,14/2/02,Professional,Employer,6.0,1.0,Scorpio
741,17/4/02,Voluntary,American,2044/05/01,58.0,Homemaker,3500.0,28/1/78,High School,Employer,23.0,1.0,Taurus
742,17/4/07,Necessary,American,2063/12/05,43.0,Dentist,4400.0,2/10/86,Professional,Employer,16.0,2.0,Sagittarius
743,17/5/02,Voluntary,American,2048/11/27,53.0,Homemaker,10000.0,22/8/70,Professional,Employer,31.0,2.0,Sagittarius
744,17/5/10,Necessary,American,2069/10/21,40.0,Homemaker,6000.0,23/4/94,Professional,Employer,11.0,2.0,Libra
745,17/5/11,Necessary,American,1978/03/09,32.0,Homemaker,5000.0,10/9/03,Professional,Employer,6.0,1.0,Pisces
746,17/6/04,Voluntary,American,1977/08/17,26.0,Homemaker,4000.0,29/8/97,High School,Employer,6.0,2.0,Leo
747,17/6/09,Necessary,American,2062/02/12,46.0,Homemaker,7000.0,18/3/85,Professional,Employer,24.0,1.0,Aquarius
748,17/6/09,Necessary,American,1978/11/11,30.0,Homemaker,6000.0,14/11/98,Professional,Employer,10.0,1.0,Scorpio
749,17/6/13,Necessary,American,1975/04/23,38.0,Publicist,9000.0,23/4/10,Professional,Employer,2.0,2.0,Taurus
750,17/7/00,Voluntary,American,1976/01/09,23.0,Dentist,3600.0,9/9/98,Professional,Employer,1.0,1.0,Capricorn
751,17/7/06,Necessary,American,1977/07/01,29.0,Homemaker,4500.0,7/1/03,Professional,Employer,2.0,1.0,Cancer
752,17/7/06,Necessary,American,2059/12/11,46.0,Homemaker,10000.0,18/8/83,Professional,Employer,23.0,2.0,Sagittarius
753,17/7/06,Necessary,American,2070/12/08,35.0,Homemaker,2000.0,12/11/88,Secondary School,Employer,16.0,3.0,Sagittarius
754,17/7/09,Necessary,American,2069/08/10,39.0,Dentist,15000.0,7/12/90,Professional,Employer,11.0,2.0,Leo
755,17/7/13,Necessary,American,2060/12/20,52.0,Teacher,6000.0,20/5/88,High School,Unemployed,25.0,2.0,Sagittarius
756,17/7/13,Necessary,American,1978/08/28,34.0,Secretary,19000.0,8/4/05,Professional,Employer,8.0,2.0,Virgo
757,17/8/01,Necessary,American,2063/12/12,37.0,Teacher,2000.0,10/1/85,High School,Employer,16.0,1.0,Sagittarius
758,17/8/11,Necessary,American,1978/01/14,33.0,Nurse,12000.0,17/12/05,Professional,Employer,3.0,2.0,Capricorn
759,17/9/02,Voluntary,American,2071/10/03,31.0,Homemaker,8000.0,7/10/95,Professional,Employer,6.0,2.0,Libra
760,17/9/03,Voluntary,American,2061/06/05,42.0,Homemaker,10000.0,13/2/82,Professional,Employer,21.0,1.0,Gemini
761,17/9/04,Voluntary,American,1973/04/17,31.0,Architect,6000.0,11/2/00,High School,Employer,4.0,1.0,Aries
762,17/9/08,Necessary,American,2069/03/20,39.0,Homemaker,7000.0,9/12/95,Professional,Employer,13.0,2.0,Pisces
763,17/9/08,Necessary,American,2061/03/03,47.0,Homemaker,5500.0,5/8/83,Professional,Employer,25.0,3.0,Pisces
764,17/10/01,Voluntary,American,2061/09/25,40.0,Architect,6000.0,15/1/83,High School,Self-Employed Worker in the Street,18.0,3.0,Libra
765,17/10/03,Voluntary,American,2071/07/12,31.0,Teacher,2500.0,11/12/00,High School,Employer,2.0,1.0,Cancer
766,17/10/03,Voluntary,American,1973/05/18,30.0,Homemaker,6000.0,11/7/94,Professional,Employer,9.0,2.0,Taurus
767,17/10/06,Necessary,American,2055/08/01,51.0,Homemaker,8000.0,24/7/81,Professional,Employer,25.0,2.0,Leo
768,17/11/05,Necessary,American,2054/08/08,51.0,Architect,1200.0,17/11/73,High School,Self-Employed Worker in the Street,31.0,5.0,Leo
769,17/11/05,Necessary,American,2057/01/30,48.0,Homemaker,3800.0,5/12/80,High School,Employer,25.0,2.0,Aquarius
770,17/11/05,Necessary,American,1977/02/24,28.0,Homemaker,2000.0,27/4/94,Secondary School,Employer,11.0,1.0,Pisces
771,17/11/09,Necessary,American,2066/09/03,43.0,Homemaker,22000.0,31/5/04,Primary School,Employer,5.0,1.0,Virgo
772,17/11/10,Necessary,American,2067/06/29,43.0,Assistant,6000.0,16/1/92,Professional,Employer,18.0,2.0,Cancer
773,17/12/01,Voluntary,American,2069/06/28,32.0,Publicist,3000.0,10/9/92,Professional,Establishment,9.0,2.0,Cancer
774,17/12/03,Voluntary,American,2069/03/11,34.0,Homemaker,10000.0,26/12/89,High School,Employer,22.0,2.0,Pisces
775,17/12/04,Voluntary,American,2070/06/26,34.0,Homemaker,3000.0,12/7/89,High School,Employer,15.0,2.0,Cancer
776,17/12/04,Voluntary,American,2061/09/01,43.0,Secretary,6000.0,14/12/90,Professional,Employer,14.0,2.0,Virgo
777,17/12/07,Necessary,American,2067/01/06,40.0,Homemaker,1000.0,16/1/88,Professional,Employer,19.0,2.0,Capricorn
778,17/12/07,Necessary,American,2068/01/27,39.0,Homemaker,1000.0,22/5/96,Professional,Employer,11.0,1.0,Aquarius
779,17/12/07,Necessary,American,1975/09/10,32.0,Homemaker,11000.0,21/2/89,Professional,Employer,18.0,2.0,Virgo
780,17/12/10,Necessary,American,1975/06/16,35.0,Doctor,5000.0,2/8/99,Professional,Employer,11.0,1.0,Gemini
781,17/12/10,Necessary,American,1974/04/06,36.0,Homemaker,10000.0,21/8/98,Professional,Employer,12.0,2.0,Aries
782,17/12/12,Necessary,American,1984/08/31,28.0,Cook,15000.0,22/7/05,Professional,Employer,7.0,1.0,Virgo
783,18/1/01,Voluntary,American,2063/02/23,37.0,Director,8000.0,13/12/86,Professional,Establishment,14.0,2.0,Pisces
784,18/1/13,Necessary,American,2072/05/10,40.0,Teacher,3700.0,15/11/94,High School,Unemployed,13.0,2.0,Taurus
785,18/2/11,Necessary,American,2069/03/23,41.0,Homemaker,2500.0,13/2/01,High School,Employer,9.0,2.0,Aries
786,18/2/11,Necessary,American,2059/01/14,52.0,Homemaker,708652.0,7/7/89,Professional,Employer,22.0,1.0,Capricorn
787,18/2/11,Necessary,American,2068/08/07,42.0,Psychologist,6000.0,23/4/04,Professional,Employer,7.0,1.0,Leo
788,18/3/04,Voluntary,American,2065/12/24,38.0,Psychologist,8000.0,21/8/93,Professional,Employer,10.0,2.0,Capricorn
789,18/3/15,Voluntary,American,2058/04/17,56.0,Secretary,40000.0,23/2/90,Professional,Employer,25.0,1.0,Aries
790,18/4/06,Necessary,American,2062/03/15,44.0,Homemaker,7000.0,24/11/78,Professional,Employer,28.0,3.0,Pisces
791,18/4/08,Necessary,American,2070/05/02,38.0,Secretary,8500.0,4/8/94,Professional,Employer,13.0,2.0,Taurus
792,18/4/08,Necessary,American,2066/06/28,41.0,Homemaker,8600.0,13/3/93,Professional,Employer,13.0,2.0,Cancer
793,18/4/11,Necessary,American,2070/11/18,40.0,Surgeon Doctor,6000.0,26/10/90,High School,Employer,20.0,2.0,Scorpio
794,18/5/00,Voluntary,American,2049/11/24,50.0,Educator,7000.0,19/8/77,Professional,Employer,20.0,3.0,Sagittarius
795,18/5/00,Necessary,American,2049/05/04,51.0,Architect,2000.0,25/12/77,Primary School,Self-Employed Worker in the Street,22.0,2.0,Taurus
796,18/5/09,Necessary,American,1973/04/10,35.0,Homemaker,4000.0,30/12/96,Secondary School,Employer,12.0,2.0,Aries
797,18/5/09,Necessary,American,1977/07/15,31.0,Homemaker,4000.0,17/11/93,Secondary School,Employer,15.0,2.0,Cancer
798,18/5/09,Necessary,American,2067/12/09,41.0,Homemaker,6000.0,10/8/91,High School,Employer,16.0,2.0,Sagittarius
799,18/5/10,Necessary,American,1974/04/30,36.0,Homemaker,12000.0,3/10/98,Professional,Employer,12.0,1.0,Taurus
800,18/6/01,Voluntary,American,2049/10/27,51.0,Homemaker,5000.0,4/3/78,Professional,Employer,22.0,2.0,Scorpio
801,18/6/01,Voluntary,American,2069/11/16,31.0,Merchant,2000.0,6/2/91,Professional,Employer,10.0,1.0,Scorpio
802,18/6/02,Voluntary,American,2062/06/27,39.0,Homemaker,14000.0,12/12/81,Professional,Employer,20.0,2.0,Cancer
803,18/6/07,Necessary,American,1978/08/10,28.0,Homemaker,8000.0,7/9/98,Professional,Employer,8.0,1.0,Leo
804,18/6/08,Necessary,American,2067/12/03,41.0,Secretary,8000.0,24/7/97,Professional,Employer,9.0,2.0,Sagittarius
805,18/6/14,Necessary,American,1986/01/17,28.0,Homemaker,2000.0,10/12/05,Professional,Employer,8.0,1.0,Capricorn
806,18/7/01,Voluntary,American,2072/11/12,28.0,Homemaker,4000.0,27/2/88,High School,Employer,13.0,2.0,Scorpio
807,18/7/08,Necessary,American,2069/08/15,38.0,Homemaker,8000.0,30/3/90,High School,Employer,16.0,2.0,Leo
808,18/8/08,Necessary,American,2071/02/17,37.0,Dentist,15000.0,18/1/97,Professional,Employer,11.0,2.0,Aquarius
809,18/8/09,Necessary,American,2068/12/08,41.0,Homemaker,6849.0,8/8/94,Professional,Employer,10.0,1.0,Sagittarius
810,18/9/00,Voluntary,American,2070/01/08,30.0,Nutritionist,4000.0,2/9/88,Professional,Employer,12.0,1.0,Capricorn
811,18/9/00,Voluntary,American,2057/11/23,42.0,Waitress,8000.0,30/10/76,Professional,Employer,23.0,2.0,Sagittarius
812,18/9/03,Voluntary,American,1976/11/17,26.0,Homemaker,46000.0,15/3/97,Professional,Works from Home,6.0,1.0,Scorpio
813,18/9/03,Voluntary,American,2070/06/02,33.0,Homemaker,4000.0,3/2/93,High School,Employer,10.0,2.0,Gemini
814,18/9/08,Necessary,American,2055/05/22,53.0,Musician,4000.0,4/5/78,Professional,Employer,30.0,1.0,Gemini
815,18/10/00,Voluntary,American,2052/08/31,48.0,Homemaker,2000.0,18/8/73,Professional,Employer,27.0,2.0,Virgo
816,18/10/00,Voluntary,American,2067/03/27,33.0,Dentist Surgeon,5000.0,20/4/90,Professional,Employer,10.0,2.0,Aries
817,18/10/01,Voluntary,American,2056/06/04,45.0,Cashier,12000.0,2/5/63,High School,Employer,38.0,1.0,Gemini
818,18/10/01,Voluntary,American,2065/01/04,36.0,Homemaker,4500.0,27/1/86,High School,Employer,15.0,2.0,Capricorn
819,18/10/02,Voluntary,American,2066/09/26,36.0,Homemaker,2000.0,27/12/84,High School,Employer,17.0,2.0,Libra
820,18/10/06,Necessary,American,1977/03/25,29.0,Homemaker,2800.0,28/2/97,High School,Employer,9.0,1.0,Aries
821,18/10/11,Necessary,American,1975/01/13,36.0,Homemaker,8000.0,17/12/98,High School,Employer,12.0,2.0,Capricorn
822,18/11/11,Necessary,American,2067/11/08,44.0,Sales Agent,3200.0,11/5/94,Secondary School,Employer,17.0,3.0,Scorpio
823,18/11/11,Voluntary,American,2052/03/24,59.0,Homemaker,15000.0,2/12/78,Professional,Employer,32.0,2.0,Aries
824,18/12/02,Voluntary,American,2069/04/26,33.0,Accountant,2000.0,26/12/90,Secondary School,Establishment,12.0,2.0,Taurus
825,18/12/03,Voluntary,American,1973/12/29,29.0,Homemaker,5000.0,6/1/95,High School,Employer,8.0,1.0,Capricorn
826,18/12/06,Necessary,American,2059/02/06,47.0,Homemaker,1000.0,5/1/85,Primary School,Unemployed,24.0,3.0,Aquarius
827,18/12/07,Necessary,American,2064/02/19,43.0,Homemaker,3000.0,14/2/86,Professional,Employer,21.0,2.0,Pisces
828,18/12/08,Necessary,American,1983/11/11,25.0,Homemaker,3000.0,23/7/04,Professional,Employer,2.0,1.0,Scorpio
829,19/1/01,Voluntary,American,2072/03/28,28.0,Architect,3000.0,14/1/89,High School,Establishment,11.0,1.0,Aries
830,19/1/10,Necessary,American,1975/10/21,34.0,Employer,20000.0,19/11/03,Professional,Employer,5.0,2.0,Libra
831,19/2/02,Voluntary,American,2064/04/03,37.0,Homemaker,4300.0,31/1/89,Secondary School,Employer,13.0,2.0,Aries
832,19/2/03,Voluntary,American,1973/12/06,29.0,Architect,2500.0,7/8/93,Secondary School,Establishment,9.0,2.0,Sagittarius
833,19/2/04,Voluntary,American,2050/04/25,53.0,Homemaker,3000.0,28/8/90,High School,Employer,13.0,2.0,Taurus
834,19/2/04,Voluntary,American,2065/06/08,38.0,Homemaker,3000.0,23/6/00,Professional,Employer,3.0,1.0,Gemini
835,19/2/08,Necessary,American,1976/08/29,31.0,Homemaker,7500.0,6/11/98,Professional,Employer,6.0,1.0,Virgo
836,19/2/09,Necessary,American,1977/07/02,32.0,Dentist,4000.0,10/3/00,Professional,Employer,8.0,1.0,Cancer
837,19/3/04,Voluntary,American,2072/02/16,32.0,Homemaker,4200.0,20/3/93,High School,Employer,9.0,3.0,Aquarius
838,19/3/04,Voluntary,American,2064/12/17,39.0,Homemaker,5200.0,12/3/93,High School,Employer,11.0,1.0,Sagittarius
839,19/3/04,Voluntary,American,1977/03/17,27.0,Homemaker,2000.0,14/2/96,High School,Employer,8.0,1.0,Pisces
840,19/3/08,Necessary,American,2059/10/13,48.0,Architect,5000.0,23/5/83,Professional,Employer,25.0,1.0,Libra
